city,dataset,date,aqi,pm2_5,pm10,no2,so2,co,o3,anomaly
Mumbai,India,2021-01-10,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Mumbai,India,2021-01-11,188.0,103.4,203.04,156.04,214.32,1.97,178.6,False
Mumbai,India,2021-01-12,154.0,84.7,166.32,127.82,175.56,1.62,146.3,False
Mumbai,India,2021-01-13,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2021-01-14,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2021-01-15,145.0,79.75,156.6,120.35,165.3,1.52,137.75,False
Mumbai,India,2021-01-16,140.0,77.0,151.2,116.2,159.6,1.47,133.0,False
Mumbai,India,2021-01-17,173.0,95.15,186.84,143.59,197.22,1.82,164.35,False
Mumbai,India,2021-01-18,124.0,68.2,133.92,102.92,141.36,1.3,117.8,False
Mumbai,India,2021-01-19,153.0,84.15,165.24,126.99,174.42,1.61,145.35,False
Mumbai,India,2021-01-20,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2021-01-21,189.0,103.95,204.12,156.87,215.46,1.98,179.55,False
Mumbai,India,2021-01-22,233.0,128.15,251.64,193.39,265.62,2.45,221.35,True
Mumbai,India,2021-01-23,255.0,140.25,275.4,211.65,290.7,2.68,242.25,True
Mumbai,India,2021-01-24,198.0,108.9,213.84,164.34,225.72,2.08,188.1,True
Mumbai,India,2021-01-25,207.0,113.85,223.56,171.81,235.98,2.17,196.65,True
Mumbai,India,2021-01-26,223.0,122.65,240.84,185.09,254.22,2.34,211.85,True
Mumbai,India,2021-01-27,231.0,127.05,249.48,191.73,263.34,2.43,219.45,True
Mumbai,India,2021-01-28,247.0,135.85,266.76,205.01,281.58,2.59,234.65,True
Mumbai,India,2021-01-29,224.0,123.2,241.92,185.92,255.36,2.35,212.8,True
Mumbai,India,2021-01-30,218.0,119.9,235.44,180.94,248.52,2.29,207.1,True
Mumbai,India,2021-01-31,196.0,107.8,211.68,162.68,223.44,2.06,186.2,True
Mumbai,India,2021-02-01,255.0,140.25,275.4,211.65,290.7,2.68,242.25,True
Mumbai,India,2021-02-02,180.0,99.0,194.4,149.4,205.2,1.89,171.0,False
Mumbai,India,2021-02-03,175.0,96.25,189.0,145.25,199.5,1.84,166.25,False
Mumbai,India,2021-02-04,162.0,89.1,174.96,134.46,184.68,1.7,153.9,False
Mumbai,India,2021-02-05,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False
Mumbai,India,2021-02-06,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Mumbai,India,2021-02-07,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False
Mumbai,India,2021-02-08,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-02-09,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-02-10,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False
Mumbai,India,2021-02-11,211.0,116.05,227.88,175.13,240.54,2.22,200.45,True
Mumbai,India,2021-02-12,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2021-02-13,182.0,100.1,196.56,151.06,207.48,1.91,172.9,False
Mumbai,India,2021-02-14,132.0,72.6,142.56,109.56,150.48,1.39,125.4,False
Mumbai,India,2021-02-15,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Mumbai,India,2021-02-16,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Mumbai,India,2021-02-17,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Mumbai,India,2021-02-18,206.0,113.3,222.48,170.98,234.84,2.16,195.7,True
Mumbai,India,2021-02-19,120.0,66.0,129.6,99.6,136.8,1.26,114.0,False
Mumbai,India,2021-02-20,116.0,63.8,125.28,96.28,132.24,1.22,110.2,False
Mumbai,India,2021-02-21,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False
Mumbai,India,2021-02-22,144.0,79.2,155.52,119.52,164.16,1.51,136.8,False
Mumbai,India,2021-02-23,169.0,92.95,182.52,140.27,192.66,1.77,160.55,False
Mumbai,India,2021-02-24,224.0,123.2,241.92,185.92,255.36,2.35,212.8,True
Mumbai,India,2021-02-25,191.0,105.05,206.28,158.53,217.74,2.01,181.45,False
Mumbai,India,2021-02-26,127.0,69.85,137.16,105.41,144.78,1.33,120.65,False
Mumbai,India,2021-02-27,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False
Mumbai,India,2021-02-28,139.0,76.45,150.12,115.37,158.46,1.46,132.05,False
Mumbai,India,2021-03-01,251.0,138.05,271.08,208.33,286.14,2.64,238.45,True
Mumbai,India,2021-03-02,188.0,103.4,203.04,156.04,214.32,1.97,178.6,False
Mumbai,India,2021-03-03,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2021-03-04,139.0,76.45,150.12,115.37,158.46,1.46,132.05,False
Mumbai,India,2021-03-05,105.0,57.75,113.4,87.15,119.7,1.1,99.75,False
Mumbai,India,2021-03-06,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-03-07,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False
Mumbai,India,2021-03-08,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Mumbai,India,2021-03-09,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-03-10,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2021-03-11,179.0,98.45,193.32,148.57,204.06,1.88,170.05,False
Mumbai,India,2021-03-12,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False
Mumbai,India,2021-03-13,152.0,83.6,164.16,126.16,173.28,1.6,144.4,False
Mumbai,India,2021-03-14,157.0,86.35,169.56,130.31,178.98,1.65,149.15,False
Mumbai,India,2021-03-15,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False
Mumbai,India,2021-03-16,151.0,83.05,163.08,125.33,172.14,1.59,143.45,False
Mumbai,India,2021-03-17,158.0,86.9,170.64,131.14,180.12,1.66,150.1,False
Mumbai,India,2021-03-18,154.0,84.7,166.32,127.82,175.56,1.62,146.3,False
Mumbai,India,2021-03-19,145.0,79.75,156.6,120.35,165.3,1.52,137.75,False
Mumbai,India,2021-03-20,161.0,88.55,173.88,133.63,183.54,1.69,152.95,False
Mumbai,India,2021-03-21,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False
Mumbai,India,2021-03-22,143.0,78.65,154.44,118.69,163.02,1.5,135.85,False
Mumbai,India,2021-03-23,160.0,88.0,172.8,132.8,182.4,1.68,152.0,False
Mumbai,India,2021-03-24,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2021-03-25,170.0,93.5,183.6,141.1,193.8,1.79,161.5,False
Mumbai,India,2021-03-26,170.0,93.5,183.6,141.1,193.8,1.79,161.5,False
Mumbai,India,2021-03-27,177.0,97.35,191.16,146.91,201.78,1.86,168.15,False
Mumbai,India,2021-03-28,172.0,94.6,185.76,142.76,196.08,1.81,163.4,False
Mumbai,India,2021-03-29,130.0,71.5,140.4,107.9,148.2,1.37,123.5,False
Mumbai,India,2021-03-30,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False
Mumbai,India,2021-03-31,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Mumbai,India,2021-04-01,226.0,124.3,244.08,187.58,257.64,2.37,214.7,True
Mumbai,India,2021-04-02,182.0,100.1,196.56,151.06,207.48,1.91,172.9,False
Mumbai,India,2021-04-03,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False
Mumbai,India,2021-04-04,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False
Mumbai,India,2021-04-05,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False
Mumbai,India,2021-04-06,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False
Mumbai,India,2021-04-07,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-04-08,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-04-09,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-04-10,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2021-04-11,164.0,90.2,177.12,136.12,186.96,1.72,155.8,False
Mumbai,India,2021-04-12,116.0,63.8,125.28,96.28,132.24,1.22,110.2,False
Mumbai,India,2021-04-13,111.0,61.05,119.88,92.13,126.54,1.17,105.45,False
Mumbai,India,2021-04-14,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Mumbai,India,2021-04-15,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False
Mumbai,India,2021-04-16,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False
Mumbai,India,2021-04-17,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2021-04-18,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-04-19,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False
Mumbai,India,2021-04-20,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2021-04-21,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-04-22,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False
Mumbai,India,2021-04-23,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False
Mumbai,India,2021-04-24,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False
Mumbai,India,2021-04-25,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-04-26,129.0,70.95,139.32,107.07,147.06,1.35,122.55,False
Mumbai,India,2021-04-27,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False
Mumbai,India,2021-04-28,125.0,68.75,135.0,103.75,142.5,1.31,118.75,False
Mumbai,India,2021-04-29,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Mumbai,India,2021-04-30,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-05-01,234.0,128.7,252.72,194.22,266.76,2.46,222.3,True
Mumbai,India,2021-05-02,182.0,100.1,196.56,151.06,207.48,1.91,172.9,False
Mumbai,India,2021-05-03,211.0,116.05,227.88,175.13,240.54,2.22,200.45,True
Mumbai,India,2021-05-04,90.0,49.5,97.2,74.7,102.6,0.95,85.5,False
Mumbai,India,2021-05-05,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Mumbai,India,2021-05-06,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Mumbai,India,2021-05-07,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-05-08,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Mumbai,India,2021-05-09,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-05-10,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False
Mumbai,India,2021-05-11,199.0,109.45,214.92,165.17,226.86,2.09,189.05,True
Mumbai,India,2021-05-12,109.0,59.95,117.72,90.47,124.26,1.14,103.55,False
Mumbai,India,2021-05-13,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-05-14,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2021-05-15,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False
Mumbai,India,2021-05-16,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False
Mumbai,India,2021-05-17,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Mumbai,India,2021-05-18,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-05-19,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-05-20,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False
Mumbai,India,2021-05-21,120.0,66.0,129.6,99.6,136.8,1.26,114.0,False
Mumbai,India,2021-05-22,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False
Mumbai,India,2021-05-23,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Mumbai,India,2021-05-24,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False
Mumbai,India,2021-05-25,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-05-26,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False
Mumbai,India,2021-05-27,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False
Mumbai,India,2021-05-28,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2021-05-29,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Mumbai,India,2021-05-30,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Mumbai,India,2021-05-31,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-06-01,274.0,150.7,295.92,227.42,312.36,2.88,260.3,True
Mumbai,India,2021-06-02,149.0,81.95,160.92,123.67,169.86,1.56,141.55,False
Mumbai,India,2021-06-03,147.0,80.85,158.76,122.01,167.58,1.54,139.65,False
Mumbai,India,2021-06-04,115.0,63.25,124.2,95.45,131.1,1.21,109.25,False
Mumbai,India,2021-06-05,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-06-06,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False
Mumbai,India,2021-06-07,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Mumbai,India,2021-06-08,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-06-09,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-06-10,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-06-11,117.0,64.35,126.36,97.11,133.38,1.23,111.15,False
Mumbai,India,2021-06-12,95.0,52.25,102.6,78.85,108.3,1.0,90.25,False
Mumbai,India,2021-06-13,41.0,22.55,44.28,34.03,46.74,0.43,38.95,False
Mumbai,India,2021-06-14,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-06-15,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-06-16,41.0,22.55,44.28,34.03,46.74,0.43,38.95,False
Mumbai,India,2021-06-17,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False
Mumbai,India,2021-06-18,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-06-19,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-06-20,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False
Mumbai,India,2021-06-21,117.0,64.35,126.36,97.11,133.38,1.23,111.15,False
Mumbai,India,2021-06-22,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False
Mumbai,India,2021-06-23,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False
Mumbai,India,2021-06-24,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False
Mumbai,India,2021-06-25,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-06-26,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2021-06-27,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-06-28,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Mumbai,India,2021-06-29,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False
Mumbai,India,2021-06-30,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-07-01,285.0,156.75,307.8,236.55,324.9,2.99,270.75,True
Mumbai,India,2021-07-02,151.0,83.05,163.08,125.33,172.14,1.59,143.45,False
Mumbai,India,2021-07-03,128.0,70.4,138.24,106.24,145.92,1.34,121.6,False
Mumbai,India,2021-07-04,101.0,55.55,109.08,83.83,115.14,1.06,95.95,False
Mumbai,India,2021-07-05,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-07-06,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False
Mumbai,India,2021-07-07,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-07-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False
Mumbai,India,2021-07-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-07-10,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False
Mumbai,India,2021-07-11,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False
Mumbai,India,2021-07-12,218.0,119.9,235.44,180.94,248.52,2.29,207.1,True
Mumbai,India,2021-07-13,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-07-14,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Mumbai,India,2021-07-15,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False
Mumbai,India,2021-07-16,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False
Mumbai,India,2021-07-17,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False
Mumbai,India,2021-07-18,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Mumbai,India,2021-07-19,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-07-20,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False
Mumbai,India,2021-07-21,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-07-22,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-07-23,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2021-07-24,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False
Mumbai,India,2021-07-25,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-07-26,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-07-27,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-07-28,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-07-29,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-07-30,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2021-07-31,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-08-01,272.0,149.6,293.76,225.76,310.08,2.86,258.4,True
Mumbai,India,2021-08-02,150.0,82.5,162.0,124.5,171.0,1.58,142.5,False
Mumbai,India,2021-08-03,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False
Mumbai,India,2021-08-04,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Mumbai,India,2021-08-05,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Mumbai,India,2021-08-06,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False
Mumbai,India,2021-08-07,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-08-08,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False
Mumbai,India,2021-08-09,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Mumbai,India,2021-08-10,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-08-11,176.0,96.8,190.08,146.08,200.64,1.85,167.2,False
Mumbai,India,2021-08-12,216.0,118.8,233.28,179.28,246.24,2.27,205.2,True
Mumbai,India,2021-08-13,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False
Mumbai,India,2021-08-14,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-08-15,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Mumbai,India,2021-08-16,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-08-17,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-08-18,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-08-19,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False
Mumbai,India,2021-08-20,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False
Mumbai,India,2021-08-21,40.0,22.0,43.2,33.2,45.6,0.42,38.0,False
Mumbai,India,2021-08-22,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Mumbai,India,2021-08-23,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-08-24,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-08-25,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-08-26,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Mumbai,India,2021-08-27,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Mumbai,India,2021-08-28,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Mumbai,India,2021-08-29,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-08-30,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-08-31,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False
Mumbai,India,2021-09-01,234.0,128.7,252.72,194.22,266.76,2.46,222.3,True
Mumbai,India,2021-09-02,165.0,90.75,178.2,136.95,188.1,1.73,156.75,False
Mumbai,India,2021-09-03,137.0,75.35,147.96,113.71,156.18,1.44,130.15,False
Mumbai,India,2021-09-04,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Mumbai,India,2021-09-05,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2021-09-06,39.0,21.45,42.12,32.37,44.46,0.41,37.05,False
Mumbai,India,2021-09-07,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-09-08,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False
Mumbai,India,2021-09-09,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False
Mumbai,India,2021-09-10,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-09-11,172.0,94.6,185.76,142.76,196.08,1.81,163.4,False
Mumbai,India,2021-09-12,211.0,116.05,227.88,175.13,240.54,2.22,200.45,True
Mumbai,India,2021-09-13,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False
Mumbai,India,2021-09-14,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2021-09-15,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-09-16,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False
Mumbai,India,2021-09-17,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-09-18,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-09-19,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False
Mumbai,India,2021-09-20,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-09-21,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Mumbai,India,2021-09-22,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Mumbai,India,2021-09-23,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-09-24,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2021-09-25,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2021-09-26,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2021-09-27,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False
Mumbai,India,2021-09-28,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False
Mumbai,India,2021-09-29,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False
Mumbai,India,2021-09-30,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-10-01,244.0,134.2,263.52,202.52,278.16,2.56,231.8,True
Mumbai,India,2021-10-02,196.0,107.8,211.68,162.68,223.44,2.06,186.2,True
Mumbai,India,2021-10-03,151.0,83.05,163.08,125.33,172.14,1.59,143.45,False
Mumbai,India,2021-10-04,137.0,75.35,147.96,113.71,156.18,1.44,130.15,False
Mumbai,India,2021-10-05,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-10-06,33.0,18.15,35.64,27.39,37.62,0.35,31.35,False
Mumbai,India,2021-10-07,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False
Mumbai,India,2021-10-08,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2021-10-09,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False
Mumbai,India,2021-10-10,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-10-11,164.0,90.2,177.12,136.12,186.96,1.72,155.8,False
Mumbai,India,2021-10-12,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2021-10-13,84.0,46.2,90.72,69.72,95.76,0.88,79.8,False
Mumbai,India,2021-10-14,140.0,77.0,151.2,116.2,159.6,1.47,133.0,False
Mumbai,India,2021-10-15,141.0,77.55,152.28,117.03,160.74,1.48,133.95,False
Mumbai,India,2021-10-16,107.0,58.85,115.56,88.81,121.98,1.12,101.65,False
Mumbai,India,2021-10-17,153.0,84.15,165.24,126.99,174.42,1.61,145.35,False
Mumbai,India,2021-10-18,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False
Mumbai,India,2021-10-19,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Mumbai,India,2021-10-20,87.0,47.85,93.96,72.21,99.18,0.91,82.65,False
Mumbai,India,2021-10-21,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2021-10-22,143.0,78.65,154.44,118.69,163.02,1.5,135.85,False
Mumbai,India,2021-10-23,111.0,61.05,119.88,92.13,126.54,1.17,105.45,False
Mumbai,India,2021-10-24,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2021-10-25,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Mumbai,India,2021-10-26,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False
Mumbai,India,2021-10-27,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False
Mumbai,India,2021-10-28,130.0,71.5,140.4,107.9,148.2,1.37,123.5,False
Mumbai,India,2021-10-29,126.0,69.3,136.08,104.58,143.64,1.32,119.7,False
Mumbai,India,2021-10-30,128.0,70.4,138.24,106.24,145.92,1.34,121.6,False
Mumbai,India,2021-10-31,155.0,85.25,167.4,128.65,176.7,1.63,147.25,False
Mumbai,India,2021-11-01,214.0,117.7,231.12,177.62,243.96,2.25,203.3,True
Mumbai,India,2021-11-02,245.0,134.75,264.6,203.35,279.3,2.57,232.75,True
Mumbai,India,2021-11-03,120.0,66.0,129.6,99.6,136.8,1.26,114.0,False
Mumbai,India,2021-11-04,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2021-11-05,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2021-11-06,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False
Mumbai,India,2021-11-07,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Mumbai,India,2021-11-08,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False
Mumbai,India,2021-11-09,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False
Mumbai,India,2021-11-10,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2021-11-11,174.0,95.7,187.92,144.42,198.36,1.83,165.3,False
Mumbai,India,2021-11-12,173.0,95.15,186.84,143.59,197.22,1.82,164.35,False
Mumbai,India,2021-11-13,195.0,107.25,210.6,161.85,222.3,2.05,185.25,True
Mumbai,India,2021-11-14,201.0,110.55,217.08,166.83,229.14,2.11,190.95,True
Mumbai,India,2021-11-15,200.0,110.0,216.0,166.0,228.0,2.1,190.0,True
